ID_Pedido,Fecha,Ciudad,Categoria,Producto,Precio_Unitario,Cantidad,Venta_Bruta,Coste_Unitario,Canal,Metodo_Pago,Score_Cliente
21195,2025-04-11,Barcelona,Ropa,Camiseta,344.68,4,1378.72,216.61,Online,Efectivo,32
21196,2025-05-11,Madrid,Deportes,Balón,465.35,2,930.7,213.15,App,Tarjeta,2
21197,2025-10-17,Zaragoza,Deportes,Balón,654.69,1,654.69,436.19,App,Efectivo,16
21198,2025-06-09,Barcelona,Electrónica,Smartphone,261.85,4,1047.4,174.77,App,Tarjeta,3
21199,2025-12-16,Zaragoza,Deportes,Mancuernas,793.29,1,793.29,458.3,Online,Tarjeta,93
21200,2025-01-31,Sevilla,Ropa,Camiseta,167.97,3,503.91,114.52,Tienda Física,PayPal,57
21201,2025-06-29,Zaragoza,Electrónica,Smartphone,656.87,5,3284.35,356.53,Tienda Física,Tarjeta,89
21202,2025-10-04,Sevilla,Ropa,Pantalón,697.35,5,3486.75,457.54,App,PayPal,27
21203,2025-02-14,Sevilla,Electrónica,Smartphone,408.05,4,1632.2,220.23,Tienda Física,PayPal,90
21204,2025-03-06,Zaragoza,Deportes,Esterilla Yoga,119.29,2,238.58,67.7,Tienda Física,Tarjeta,99
21205,2025-02-21,Zaragoza,Electrónica,Tablet,273.7,4,1094.8,118.0,App,Efectivo,48
21206,2025-08-28,Valencia,Deportes,Bicicleta,62.65,2,125.3,37.25,Online,Tarjeta,67
21207,2025-10-10,Valencia,Ropa,Camiseta,591.08,1,591.08,287.99,Online,Tarjeta,44
21208,2025-04-28,Madrid,Deportes,Mancuernas,369.13,5,1845.65,152.17,Tienda Física,PayPal,98
21209,2025-09-20,Barcelona,Ropa,Camiseta,620.91,2,1241.82,368.93,Online,Efectivo,14
21210,2025-07-24,Zaragoza,Hogar,Cafetera,734.02,1,734.02,391.8,App,PayPal,3
21211,2025-12-24,Málaga,Hogar,Cafetera,167.25,2,334.5,84.68,Online,PayPal,80
21212,2025-08-27,Sevilla,Electrónica,Tablet,670.15,3,2010.45,385.98,Tienda Física,Tarjeta,69
21213,2025-03-14,Valencia,Deportes,Bicicleta,86.07,4,344.28,50.92,Online,PayPal,98
21214,2025-02-19,Barcelona,Deportes,Esterilla Yoga,790.25,3,2370.75,481.23,Online,Efectivo,74
21215,2025-12-07,Zaragoza,Deportes,Balón,323.56,1,323.56,184.39,Tienda Física,Efectivo,93
21216,2025-12-13,Barcelona,Deportes,Bicicleta,383.25,4,1533.0,206.0,App,Tarjeta,96
21217,2025-09-25,Barcelona,Hogar,Lámpara,681.62,4,2726.48,464.89,App,PayPal,27
21218,2025-09-29,Málaga,Electrónica,Tablet,717.12,5,3585.6,445.19,Online,Efectivo,52
21219,2025-09-14,Madrid,Electrónica,Auriculares,89.65,4,358.6,42.32,Tienda Física,Tarjeta,9
21220,2025-12-31,Zaragoza,Hogar,Cafetera,503.76,1,503.76,232.86,App,PayPal,84
21221,2025-07-04,Málaga,Deportes,Balón,63.39,1,63.39,29.05,Tienda Física,PayPal,51
21222,2025-12-13,Zaragoza,Deportes,Bicicleta,41.53,3,124.59,28.25,Tienda Física,PayPal,90
21223,2025-01-17,Madrid,Deportes,Balón,514.6,1,,266.71,Tienda Física,Efectivo,13
21224,2025-04-19,Barcelona,Hogar,Cafetera,430.52,3,1291.56,172.65,App,Tarjeta,2
21225,2025-02-17,Valencia,Hogar,Silla Escritorio,506.32,4,2025.28,294.09,Tienda Física,Efectivo,47
21226,2025-05-24,Barcelona,Hogar,Cafetera,784.73,5,3923.65,408.43,App,Efectivo,50
21227,2025-05-15,Barcelona,Deportes,Bicicleta,184.22,4,736.88,115.22,App,Efectivo,56
21228,2025-12-31,Barcelona,Ropa,Zapatillas,133.51,3,400.53,88.22,App,Efectivo,96
21229,2025-05-18,Valencia,Electrónica,Auriculares,528.83,3,1586.49,346.23,Online,PayPal,63
21230,2025-07-20,Málaga,Ropa,Chaqueta,56.73,2,113.46,36.05,Tienda Física,Tarjeta,92
21231,2025-08-12,Madrid,Deportes,Balón,700.16,2,1400.32,282.64,App,PayPal,39
21232,2025-04-27,Valencia,Electrónica,Auriculares,348.7,5,,154.59,Tienda Física,Efectivo,20
21233,2025-09-26,Zaragoza,Electrónica,Tablet,295.07,4,1180.28,155.16,Tienda Física,PayPal,2
21234,2025-12-09,Valencia,Electrónica,Smartphone,599.97,3,1799.91,327.4,App,Tarjeta,20
21235,2025-03-16,Valencia,Ropa,Camiseta,462.52,2,925.04,293.09,App,Tarjeta,37
21236,2025-02-06,Málaga,Deportes,Bicicleta,539.1,1,539.1,335.61,Online,Efectivo,1
21237,2025-09-27,Madrid,Ropa,Chaqueta,125.25,4,501.0,70.46,App,PayPal,86
21238,2025-11-06,Barcelona,Electrónica,Auriculares,164.28,3,492.84,105.74,Tienda Física,PayPal,97
21239,2025-03-12,Sevilla,Ropa,Chaqueta,292.07,4,1168.28,127.49,App,PayPal,5
21240,2025-11-22,Málaga,Ropa,Camiseta,315.7,2,631.4,209.2,Online,Tarjeta,97
21241,2025-10-17,Sevilla,Ropa,Camiseta,675.25,5,3376.25,307.05,App,PayPal,6
21242,2025-03-01,Málaga,Electrónica,Smartphone,570.05,5,2850.25,285.82,Tienda Física,Efectivo,95
21243,2025-10-17,Málaga,Hogar,Lámpara,311.41,1,311.41,127.72,App,Tarjeta,84
21244,2025-09-15,Málaga,Electrónica,Smartphone,181.32,2,362.64,106.16,Tienda Física,Tarjeta,67
21245,2025-07-08,Zaragoza,Ropa,Camiseta,170.86,4,683.44,98.74,Tienda Física,PayPal,46
21246,2025-02-07,Madrid,Ropa,Chaqueta,670.54,5,3352.7,369.27,Tienda Física,Efectivo,11
21247,2025-11-12,Zaragoza,Electrónica,Tablet,695.63,3,2086.89,465.17,App,Tarjeta,41
21248,2025-06-08,Valencia,Hogar,Cafetera,333.45,3,1000.35,224.91,Tienda Física,Efectivo,17
21249,2025-12-15,Sevilla,Deportes,Bicicleta,182.87,3,548.61,86.77,App,Efectivo,98
21250,2025-09-29,Barcelona,Electrónica,Laptop,133.06,2,266.12,63.23,Online,Tarjeta,2
21251,2025-02-04,Málaga,Hogar,Espejo,347.31,2,694.62,192.38,App,PayPal,77
21252,2025-12-19,Sevilla,Hogar,Lámpara,462.14,2,,240.87,App,Tarjeta,23
21253,2025-12-04,Málaga,Ropa,Pantalón,175.85,3,527.55,104.15,Online,Efectivo,7
21254,2025-05-30,Zaragoza,Electrónica,Auriculares,351.82,4,1407.28,203.43,Tienda Física,Efectivo,5
21255,2025-12-31,Zaragoza,Electrónica,Smartphone,519.21,1,519.21,310.55,Tienda Física,PayPal,36
21256,2025-08-29,Madrid,Electrónica,Tablet,418.64,3,1255.92,250.69,App,Efectivo,59
21257,2025-09-17,Madrid,Hogar,Cafetera,463.62,5,2318.1,306.53,Tienda Física,Tarjeta,49
21258,2025-05-14,Málaga,Electrónica,Smartphone,93.92,5,469.6,42.46,App,Efectivo,23
21259,2025-03-24,Valencia,Ropa,Zapatillas,699.76,2,1399.52,303.82,Online,Efectivo,72
21260,2025-04-23,Madrid,Deportes,Mancuernas,527.92,1,,264.62,Tienda Física,PayPal,73
21261,2025-11-03,Barcelona,Ropa,Chaqueta,280.6,2,561.2,177.23,Online,Tarjeta,46
21262,2025-04-03,Valencia,Ropa,Zapatillas,719.02,3,2157.06,447.21,Tienda Física,Efectivo,9
21263,2025-12-16,Sevilla,Electrónica,Smartphone,627.51,4,2510.04,375.59,App,Efectivo,81
21264,2025-07-14,Zaragoza,Hogar,Espejo,119.98,4,479.92,59.74,App,PayPal,25
21265,2025-11-01,Málaga,Hogar,Silla Escritorio,204.34,4,817.36,135.93,App,Tarjeta,1
21266,2025-01-31,Zaragoza,Deportes,Mancuernas,334.45,2,668.9,163.12,Online,Tarjeta,70
21267,2025-03-05,Sevilla,Deportes,Esterilla Yoga,636.74,3,,390.05,Online,Tarjeta,96
21268,2025-05-11,Málaga,Hogar,Lámpara,513.88,2,1027.76,310.14,Online,PayPal,88
21269,2025-09-18,Valencia,Deportes,Esterilla Yoga,221.59,3,664.77,153.85,App,Tarjeta,9
21270,2025-02-20,Barcelona,Hogar,Silla Escritorio,455.79,1,455.79,264.22,App,Efectivo,29
21271,2025-12-24,Madrid,Hogar,Lámpara,682.63,1,682.63,350.15,Tienda Física,Efectivo,60
21272,2025-06-09,Málaga,Deportes,Bicicleta,64.15,4,256.6,36.9,Tienda Física,PayPal,56
21273,2025-06-07,Valencia,Hogar,Cafetera,267.41,5,1337.05,160.18,Tienda Física,PayPal,15
21274,2025-09-17,Barcelona,Deportes,Esterilla Yoga,527.38,3,1582.14,278.04,Online,Tarjeta,59
21275,2025-07-15,Málaga,Hogar,Cafetera,139.36,4,557.44,85.61,App,Efectivo,51
21276,2025-10-01,Sevilla,Electrónica,Smartphone,86.31,1,86.31,60.2,App,Tarjeta,14
21277,2025-11-25,Málaga,Electrónica,Tablet,66.58,5,332.9,28.27,Tienda Física,Tarjeta,40
21278,2025-07-08,Valencia,Deportes,Balón,276.14,3,828.42,166.04,App,Efectivo,54
21279,2025-04-14,Málaga,Ropa,Pantalón,366.16,5,1830.8,173.76,App,Efectivo,65
21280,2025-04-26,,Ropa,Pantalón,653.2,4,2612.8,413.97,Online,Tarjeta,28
21281,2025-03-18,Málaga,Ropa,Zapatillas,600.71,5,3003.55,242.31,Tienda Física,Efectivo,59
21282,2025-12-22,Zaragoza,Deportes,Bicicleta,223.65,3,670.95,129.02,Tienda Física,Tarjeta,24
21283,2025-06-26,Zaragoza,Hogar,Silla Escritorio,620.65,2,1241.3,275.66,App,Efectivo,72
21284,2025-07-22,Valencia,Electrónica,Smartphone,119.63,1,,82.03,Tienda Física,PayPal,25
21285,2025-08-07,Zaragoza,Deportes,Bicicleta,312.47,3,937.41,170.33,Online,Tarjeta,88
21286,2025-08-24,Sevilla,Electrónica,Laptop,797.45,4,3189.8,475.01,App,Efectivo,58
21287,2025-06-06,Madrid,Deportes,Esterilla Yoga,459.29,1,,211.39,App,Tarjeta,87
21288,2025-11-18,Sevilla,Hogar,Cafetera,394.69,2,789.38,205.65,App,Tarjeta,90
21289,2025-05-07,Barcelona,Hogar,Silla Escritorio,390.44,5,1952.2,183.3,App,Tarjeta,71
21290,2025-05-28,Málaga,Deportes,Mancuernas,123.9,1,123.9,81.33,Online,Efectivo,36
21291,2025-12-24,Barcelona,Hogar,Espejo,481.66,4,1926.64,239.9,Tienda Física,Efectivo,47
21292,2025-07-01,Zaragoza,Electrónica,Tablet,575.81,1,575.81,258.97,Online,Efectivo,23
21293,2025-04-06,Valencia,Hogar,Espejo,311.43,3,934.29,208.31,Online,Tarjeta,3
21294,2025-05-08,Zaragoza,Electrónica,Auriculares,415.99,4,1663.96,170.42,App,Tarjeta,100
21295,2025-02-06,Barcelona,Hogar,Silla Escritorio,28.61,1,28.61,11.87,App,Tarjeta,27
21296,2025-01-09,Valencia,Hogar,Cafetera,601.84,5,3009.2,305.31,Online,Efectivo,2
21297,2025-05-13,Valencia,Hogar,Espejo,200.04,5,1000.2,109.3,Online,Efectivo,42
21298,2025-11-29,Málaga,Electrónica,Laptop,639.12,2,1278.24,307.18,App,Tarjeta,23
21299,2025-05-29,Madrid,Hogar,Cafetera,487.91,5,2439.55,271.67,App,PayPal,89
21300,2025-04-29,Zaragoza,Hogar,Lámpara,108.83,3,326.49,62.89,App,Tarjeta,42
21301,2025-03-17,Barcelona,Electrónica,Smartphone,328.86,1,328.86,148.86,Online,Efectivo,39
21302,2025-09-12,Barcelona,Electrónica,Smartphone,672.23,2,1344.46,447.87,Online,Efectivo,41
21303,2025-07-01,Málaga,Ropa,Zapatillas,526.52,2,1053.04,285.49,Online,PayPal,3
21304,2025-08-09,Barcelona,Ropa,Zapatillas,499.62,1,499.62,348.15,Online,PayPal,75
21305,2025-12-16,Zaragoza,Electrónica,Auriculares,401.66,2,803.32,230.6,Online,Efectivo,94
21306,2025-04-13,Madrid,Deportes,Bicicleta,102.97,4,,53.06,Tienda Física,Tarjeta,23
21307,2025-06-27,Zaragoza,Ropa,Zapatillas,601.08,3,1803.24,245.13,Tienda Física,PayPal,11
21308,2025-01-20,Valencia,Deportes,Balón,292.65,3,877.95,184.54,App,Tarjeta,60
21309,2025-03-12,Madrid,Hogar,Espejo,791.97,5,3959.85,397.16,Online,Efectivo,53
21310,2025-12-19,Barcelona,Deportes,Mancuernas,622.23,3,1866.69,249.31,Tienda Física,Efectivo,98
21311,2025-10-08,Barcelona,Hogar,Silla Escritorio,34.11,4,136.44,16.38,Online,Tarjeta,70
21312,2025-06-25,Barcelona,Ropa,Zapatillas,678.56,5,3392.8,384.94,Online,PayPal,64
21313,2025-12-31,Sevilla,Deportes,Mancuernas,276.25,4,1105.0,180.49,Tienda Física,PayPal,3
21314,2025-07-26,Málaga,Hogar,Silla Escritorio,477.88,1,477.88,255.92,Tienda Física,PayPal,35
21315,2025-11-29,Zaragoza,Deportes,Esterilla Yoga,423.6,5,2118.0,252.51,Online,PayPal,94
21316,2025-11-21,Zaragoza,Ropa,Zapatillas,417.54,4,1670.16,195.31,Online,Tarjeta,41
21317,2025-01-25,Barcelona,Electrónica,Tablet,637.99,2,1275.98,393.79,App,Efectivo,41
21318,2025-12-22,Valencia,Hogar,Lámpara,273.94,5,1369.7,154.85,Online,Tarjeta,100
21319,2025-02-03,Sevilla,Electrónica,Auriculares,352.13,5,1760.65,230.16,App,Efectivo,62
21320,2025-08-21,Sevilla,Ropa,Chaqueta,666.35,1,666.35,439.35,Tienda Física,PayPal,10
21321,2025-07-19,Málaga,Ropa,Camiseta,314.43,2,628.86,176.63,Tienda Física,PayPal,54
21322,2025-10-30,Málaga,Hogar,Lámpara,45.04,4,180.16,19.76,App,Tarjeta,18
21323,2025-05-03,Málaga,Deportes,Balón,683.33,4,2733.32,405.75,App,PayPal,21
21324,2025-03-16,Málaga,Ropa,Chaqueta,46.79,4,187.16,25.1,App,PayPal,16
21325,2025-08-17,Zaragoza,Deportes,Bicicleta,282.13,3,846.39,154.65,App,PayPal,86
21326,2025-09-25,Barcelona,Hogar,Lámpara,748.48,3,2245.44,465.08,App,PayPal,86
21327,2025-10-30,Barcelona,Electrónica,Laptop,709.99,3,2129.97,408.89,App,Efectivo,70
21328,2025-07-17,Zaragoza,Ropa,Camiseta,395.02,4,1580.08,264.94,Online,Tarjeta,38
21329,2025-10-16,Valencia,Hogar,Silla Escritorio,229.43,4,917.72,98.87,App,Efectivo,64
21330,2025-07-05,Valencia,Electrónica,Laptop,299.87,3,,193.67,Tienda Física,Tarjeta,95
21331,2025-06-30,Zaragoza,Electrónica,Laptop,16.62,3,49.86,9.36,App,Tarjeta,9
21332,2025-07-16,Barcelona,Electrónica,Smartphone,380.57,2,761.14,171.79,App,PayPal,49
21333,2025-06-09,Sevilla,Deportes,Esterilla Yoga,663.88,5,3319.4,443.08,Online,Efectivo,36
21334,2025-08-24,Sevilla,Deportes,Bicicleta,778.65,3,2335.95,342.95,Tienda Física,Tarjeta,86
21335,2025-09-28,Málaga,Electrónica,Auriculares,385.85,2,771.7,186.81,Online,Tarjeta,48
21336,2025-01-06,Sevilla,Ropa,Chaqueta,441.92,3,1325.76,256.4,Tienda Física,Efectivo,62
21337,2025-06-05,Zaragoza,Deportes,Bicicleta,429.14,5,2145.7,299.03,Tienda Física,Tarjeta,55
21338,2025-02-04,Málaga,Ropa,Chaqueta,399.06,4,1596.24,226.05,Tienda Física,Tarjeta,55
21339,2025-01-15,Valencia,Hogar,Cafetera,754.54,1,754.54,310.52,App,Efectivo,62
21340,2025-02-19,Málaga,Electrónica,Laptop,781.3,4,3125.2,351.48,Online,PayPal,19
21341,2025-04-13,Sevilla,Electrónica,Laptop,483.91,3,1451.73,286.23,Online,Tarjeta,64
21342,2025-02-24,Barcelona,Hogar,Lámpara,108.78,2,217.56,48.63,Tienda Física,Efectivo,57
21343,2025-06-10,Barcelona,Ropa,Pantalón,241.76,1,241.76,101.18,Tienda Física,Tarjeta,78
21344,2025-04-12,Málaga,Hogar,Silla Escritorio,686.53,5,3432.65,289.81,Online,PayPal,66
21345,2025-02-04,Barcelona,Ropa,Camiseta,63.45,5,,25.65,App,PayPal,17
21346,2025-11-23,Zaragoza,Deportes,Balón,741.54,3,2224.62,316.4,Tienda Física,Tarjeta,91
21347,2025-06-22,Zaragoza,Ropa,Camiseta,198.31,4,793.24,128.73,Tienda Física,PayPal,23
21348,2025-06-23,Madrid,Deportes,Esterilla Yoga,99.68,2,199.36,47.25,Tienda Física,PayPal,51
21349,2025-10-16,Málaga,Deportes,Bicicleta,180.63,5,,102.32,Online,Efectivo,39
21350,2025-03-16,Madrid,Ropa,Camiseta,724.62,1,724.62,324.56,Online,PayPal,47
21351,2025-04-26,Sevilla,Deportes,Bicicleta,734.47,1,734.47,510.62,Tienda Física,Efectivo,20
21352,2025-06-30,Zaragoza,Electrónica,Tablet,65.93,1,65.93,36.22,Online,PayPal,29
21353,2025-12-24,Málaga,Electrónica,Auriculares,159.61,3,478.83,103.28,Online,PayPal,14
21354,2025-11-04,Sevilla,Deportes,Esterilla Yoga,663.44,5,3317.2,270.06,App,Efectivo,41
21355,2025-12-24,Málaga,Deportes,Balón,718.09,4,2872.36,331.98,Online,PayPal,49
21356,2025-03-08,Madrid,Hogar,Espejo,146.78,3,440.34,73.16,Tienda Física,Tarjeta,19
21357,2025-03-28,Sevilla,Ropa,Zapatillas,377.27,4,1509.08,242.8,Online,Tarjeta,20
21358,2025-04-08,Barcelona,Hogar,Cafetera,686.42,5,3432.1,451.57,Online,PayPal,72
21359,2025-11-08,Barcelona,Electrónica,Smartphone,156.08,3,468.24,78.28,Tienda Física,Efectivo,61
21360,2025-03-31,Madrid,Ropa,Pantalón,203.46,4,813.84,142.07,Tienda Física,Efectivo,35
21361,2025-05-02,Valencia,Hogar,Lámpara,647.73,4,2590.92,415.45,Tienda Física,Tarjeta,13
21362,2025-05-04,Valencia,Deportes,Esterilla Yoga,602.29,4,2409.16,361.39,App,PayPal,68
21363,2025-02-13,Málaga,Electrónica,Tablet,348.52,5,1742.6,150.3,Tienda Física,PayPal,73
21364,2025-03-01,Málaga,Electrónica,Laptop,537.29,5,2686.45,299.38,Online,PayPal,90
21365,2025-03-05,Sevilla,Ropa,Chaqueta,771.48,5,3857.4,502.09,Online,Tarjeta,26
21366,2025-02-01,Valencia,Ropa,Pantalón,150.67,4,602.68,100.25,Tienda Física,Efectivo,73
21367,2025-01-28,Sevilla,Ropa,Chaqueta,344.49,2,688.98,167.68,App,Efectivo,70
21368,2025-03-17,Madrid,Electrónica,Auriculares,184.56,4,,104.52,Online,Efectivo,51
21369,2025-09-03,Madrid,Electrónica,Auriculares,247.99,4,991.96,166.03,Tienda Física,PayPal,80
21370,2025-07-20,Málaga,Deportes,Esterilla Yoga,280.55,3,,158.37,Tienda Física,Efectivo,33
21371,2025-04-05,Málaga,Hogar,Lámpara,508.67,4,2034.68,259.83,Online,Tarjeta,14
21372,2025-05-25,Sevilla,Deportes,Esterilla Yoga,571.18,2,1142.36,229.82,Online,Efectivo,34
21373,2025-08-30,Barcelona,Electrónica,Tablet,353.52,1,353.52,188.46,App,Efectivo,34
21374,2025-11-01,Málaga,Ropa,Zapatillas,681.22,4,2724.88,286.47,Online,PayPal,97
21375,2025-07-29,Zaragoza,Hogar,Cafetera,618.85,2,1237.7,311.17,App,Tarjeta,47
21376,2025-12-31,Zaragoza,Ropa,Camiseta,766.77,2,1533.54,491.27,App,Tarjeta,86
21377,2025-08-12,Madrid,Ropa,Camiseta,514.04,3,1542.12,336.06,Tienda Física,Efectivo,41
21378,2025-01-13,Madrid,Electrónica,Auriculares,720.41,4,2881.64,500.43,Tienda Física,Tarjeta,46
21379,2025-12-03,Barcelona,Electrónica,Smartphone,116.97,1,116.97,78.01,Online,Tarjeta,22
21380,2025-10-13,Zaragoza,Hogar,Lámpara,173.99,5,869.95,101.57,Online,PayPal,61
21381,2025-12-31,Málaga,Electrónica,Auriculares,499.0,5,2495.0,337.03,Online,Efectivo,25
21382,2025-12-31,Barcelona,Ropa,Pantalón,598.1,2,1196.2,399.66,Online,Tarjeta,9
21383,2025-07-24,Málaga,Deportes,Bicicleta,101.71,4,406.84,58.4,App,Tarjeta,17
21384,2025-05-29,Sevilla,Hogar,Lámpara,283.57,4,1134.28,160.39,Online,PayPal,57
21385,2025-03-01,Málaga,Ropa,Chaqueta,145.47,4,581.88,74.72,Tienda Física,PayPal,71
21386,2025-01-28,Valencia,Hogar,Espejo,373.49,2,746.98,225.79,Tienda Física,Efectivo,53
21387,2025-01-27,Valencia,Ropa,Camiseta,624.34,3,1873.02,258.1,App,Efectivo,53
21388,2025-05-16,Málaga,Electrónica,Auriculares,32.38,3,97.14,17.16,Tienda Física,PayPal,73
21389,2025-02-16,Barcelona,Deportes,Mancuernas,26.63,2,53.26,17.28,App,PayPal,56
21390,2025-09-05,Málaga,Electrónica,Auriculares,340.75,5,1703.75,142.46,Tienda Física,Efectivo,84
21391,2025-07-26,Sevilla,Hogar,Espejo,37.1,3,111.3,21.81,Tienda Física,PayPal,20
21392,2025-03-16,Málaga,Ropa,Pantalón,227.35,2,454.7,121.88,App,PayPal,60
21393,2025-06-29,Málaga,Electrónica,Auriculares,664.33,1,664.33,365.9,Online,PayPal,97
21394,2025-10-24,Sevilla,Hogar,Espejo,513.59,4,,356.77,Online,Efectivo,97
21395,2025-08-19,Málaga,Deportes,Esterilla Yoga,166.38,5,831.9,87.91,App,PayPal,24
21396,2025-05-15,Barcelona,Ropa,Pantalón,160.94,2,321.88,101.56,Tienda Física,PayPal,59
21397,2025-06-26,Madrid,Ropa,Pantalón,503.45,1,503.45,254.89,App,Efectivo,73
21398,2025-10-04,Barcelona,Electrónica,Tablet,218.26,2,436.52,108.56,App,PayPal,88
21399,2025-03-19,Sevilla,Deportes,Bicicleta,711.14,2,1422.28,399.45,Online,Tarjeta,95
21400,2025-03-04,Málaga,Hogar,Lámpara,683.93,4,2735.72,393.17,Online,Efectivo,82
21401,2025-03-30,Madrid,Ropa,Chaqueta,486.22,2,972.44,242.64,Online,Tarjeta,3
21402,2025-04-21,Málaga,Electrónica,Tablet,38.77,4,155.08,26.65,Tienda Física,Efectivo,19
21403,2025-08-30,Zaragoza,Ropa,Pantalón,379.52,2,759.04,173.75,App,Efectivo,46
21404,2025-09-08,Sevilla,Electrónica,Tablet,538.47,4,2153.88,239.05,Tienda Física,Tarjeta,8
21405,2025-09-07,Málaga,Hogar,Lámpara,383.11,3,1149.33,199.94,Online,Tarjeta,68
21406,2025-10-18,Zaragoza,Ropa,Chaqueta,679.54,4,2718.16,366.46,Online,PayPal,4
21407,2025-11-05,Málaga,Hogar,Espejo,123.33,1,123.33,70.64,Online,Efectivo,20
21408,2025-02-16,Madrid,Deportes,Bicicleta,298.19,5,1490.95,192.8,Online,PayPal,21
21409,2025-07-07,Barcelona,Hogar,Espejo,51.21,3,153.63,22.29,App,Tarjeta,27
21410,2025-09-29,Barcelona,Ropa,Zapatillas,160.24,4,640.96,64.36,App,Efectivo,70
21411,2025-07-10,Sevilla,Deportes,Mancuernas,726.65,2,1453.3,488.18,Online,Efectivo,91
21412,2025-12-31,Zaragoza,Electrónica,Tablet,208.9,5,1044.5,138.31,Tienda Física,Tarjeta,50
21413,2025-08-01,Madrid,Hogar,Silla Escritorio,661.44,1,661.44,293.84,Online,PayPal,78
21414,2025-01-28,Barcelona,Deportes,Balón,90.17,2,180.34,54.75,App,Efectivo,84
21415,2025-04-16,Barcelona,Ropa,Zapatillas,662.28,5,3311.4,304.61,Online,PayPal,67
21416,2025-11-22,Zaragoza,Ropa,Chaqueta,449.56,2,899.12,265.41,Tienda Física,Tarjeta,32
21417,2025-03-13,Zaragoza,Electrónica,Smartphone,659.38,4,2637.52,299.29,Tienda Física,Tarjeta,16
21418,2025-05-05,Madrid,Electrónica,Smartphone,408.84,5,2044.2,173.63,Tienda Física,Tarjeta,18
21419,2025-12-31,Sevilla,Deportes,Balón,34.82,3,104.46,18.4,Online,Tarjeta,38
21420,2025-07-25,Sevilla,Hogar,Espejo,571.39,4,2285.56,385.59,App,PayPal,64
21421,2025-08-20,Barcelona,Ropa,Camiseta,596.79,1,596.79,293.59,Online,PayPal,21
21422,2025-11-30,Madrid,Ropa,Camiseta,146.81,5,734.05,68.88,Tienda Física,PayPal,98
21423,2025-06-28,Zaragoza,Deportes,Mancuernas,739.68,1,739.68,480.94,App,PayPal,20
21424,2025-12-14,Málaga,Hogar,Cafetera,465.14,4,1860.56,249.07,Tienda Física,Tarjeta,48
21425,2025-06-09,Barcelona,Deportes,Mancuernas,190.76,3,572.28,122.04,App,PayPal,38
21426,2025-01-04,Madrid,Ropa,Zapatillas,56.83,2,113.66,27.66,App,PayPal,39
21427,2025-08-08,Barcelona,Ropa,Camiseta,609.44,3,1828.32,365.58,Online,Tarjeta,80
21428,2025-04-19,Barcelona,Electrónica,Laptop,17.43,4,69.72,9.96,App,PayPal,23
21429,2025-01-07,Sevilla,Electrónica,Auriculares,518.98,2,1037.96,229.74,Tienda Física,Efectivo,88
21430,2025-04-16,Madrid,Deportes,Balón,243.69,4,974.76,141.24,App,PayPal,21
21431,2025-06-19,Zaragoza,Electrónica,Tablet,673.72,3,2021.16,465.16,Tienda Física,Efectivo,29
21432,2025-01-25,Sevilla,Electrónica,Tablet,536.52,5,2682.6,281.71,App,Efectivo,56
21433,2025-08-18,Zaragoza,Electrónica,Tablet,752.26,4,3009.04,412.8,Tienda Física,PayPal,13
21434,2025-03-11,Barcelona,Hogar,Lámpara,706.13,1,706.13,438.19,Tienda Física,PayPal,43
21435,2025-10-04,Valencia,Hogar,Espejo,456.61,4,1826.44,281.33,Tienda Física,Efectivo,62
21436,2025-04-06,Málaga,Deportes,Balón,186.3,1,,112.34,Online,Efectivo,16
21437,2025-10-26,Zaragoza,Ropa,Pantalón,481.29,3,1443.87,222.76,App,Efectivo,49
21438,2025-10-14,Madrid,Electrónica,Smartphone,766.66,4,3066.64,525.18,Online,Efectivo,84
21439,2025-01-27,Madrid,Electrónica,Smartphone,525.05,4,2100.2,262.56,App,PayPal,77
21440,2025-01-13,Madrid,Ropa,Chaqueta,88.68,1,88.68,60.43,App,PayPal,59
21441,2025-08-29,Madrid,Electrónica,Tablet,761.82,1,,504.46,Tienda Física,Tarjeta,1
21442,2025-09-15,Madrid,Electrónica,Smartphone,343.07,2,686.14,200.02,Tienda Física,Tarjeta,79
21443,2025-09-09,Valencia,Hogar,Silla Escritorio,139.26,4,,71.09,Tienda Física,Efectivo,100
21444,2025-08-13,Valencia,Electrónica,Laptop,83.76,1,83.76,53.82,Tienda Física,PayPal,10
21445,2025-04-13,Barcelona,Electrónica,Tablet,798.04,1,798.04,413.33,Online,PayPal,30
21446,2025-06-03,Barcelona,Ropa,Zapatillas,162.21,3,486.63,102.89,Online,Efectivo,89
21447,2025-03-12,Zaragoza,Electrónica,Laptop,308.46,4,1233.84,154.76,Online,Efectivo,90
21448,2025-08-06,Madrid,Deportes,Mancuernas,658.77,3,1976.31,286.02,App,PayPal,82
21449,2025-12-10,Madrid,Hogar,Cafetera,65.22,1,65.22,35.09,Online,Efectivo,5
21450,2025-05-14,Sevilla,Electrónica,Tablet,657.82,1,657.82,331.44,Tienda Física,Tarjeta,85
21451,2025-12-20,Málaga,Deportes,Bicicleta,585.34,5,,238.87,Tienda Física,Tarjeta,54
21452,2025-09-18,Valencia,Hogar,Lámpara,567.96,3,1703.88,330.36,Tienda Física,PayPal,41
21453,2025-07-08,Sevilla,Hogar,Silla Escritorio,46.79,2,93.58,26.34,App,PayPal,1
21454,2025-11-17,Barcelona,Deportes,Mancuernas,157.01,5,785.05,67.18,Online,PayPal,45
